ghostpdl-20220321-dc67c64d6	dc67c64d6	eee28843b	Mon Mar 21 15:36:23 2022 -0700	Bug 705090 oss-fuzz #45892  Bug 705092 oss-fuzz #45823	commit dc67c64d6d61f5fa9b065c03cabd237d67158802Author: Michael Vrhel <michael.vrhel@artifex.com>Date:   Mon Mar 21 12:42:54 2022 -0700    Bug 705090 oss-fuzz #45892  Bug 705092 oss-fuzz #45823        If begin transparency group returns an error, do not set the    GroupPushed state variable to true.  Otherwise we will end    up doing an unmatched end group command later, leading to    the seg fault.	#45892	pdf/pdf_trans.c	758
ghostpdl-20220119-b1b4e7de1	b1b4e7de1	f9e58379f	Wed Jan 19 11:02:00 2022 +0000	pdfi: Fix font memory leak with "internall" set font	commit b1b4e7de1823e46df6f49a11856595bf313637f2Author: Chris Liddell <chris.liddell@artifex.com>Date:   Wed Jan 19 11:02:00 2022 +0000    pdfi: Fix font memory leak with "internall" set font        For annotations, we may load and set a font via a different code path than the    normal, input file driven path. That needed updated to not leak now the font    is tracked directly by the graphics state.        Noticed when debugging oss-fuzz issue 43565.	issue	pdf/pdf_font.c	1805
ghostpdl-20220113-77a0642a5	77a0642a5	d77057eb8	Thu Jan 13 13:34:48 2022 +0000	Fix error code propagation from CMap reading code	commit 77a0642a5a3b07f864109e1d1b2718403e7e2ae3Author: Chris Liddell <chris.liddell@artifex.com>Date:   Thu Jan 13 13:29:41 2022 +0000    Fix error code propagation from CMap reading code        Arose from oss-fuzz issue 43147, but exhibits differently, so may not be the    same issue.	issue	pdf/pdf_cmap.c	845
ghostpdl-20220110-f7dc95261	f7dc95261	8bd3f7dba	Mon Jan 10 14:42:32 2022 +0000	oss-fuzz 43156: ensure CMap prefix and key values fit before writing	commit f7dc952613f4e614fae5fe859a5b6a90e3e17bf7Author: Chris Liddell <chris.liddell@artifex.com>Date:   Fri Jan 7 14:29:43 2022 +0000    oss-fuzz 43156: ensure CMap prefix and key values fit before writing        the graphics lib uses a hard coded limit for the size of the prefix and key    values, so check we don't overflow them.	43156	pdf/pdf_cmap.c	1;175
ghostpdl-20211216-a78a6db2d	a78a6db2d	1a3c64e7a	Thu Dec 16 15:14:28 2021 +0000	oss-fuzz 42310: Fix validation of CFF CIDFont charstring length	commit a78a6db2d1f411c2aa76ea3c0f025cc31f117469Author: Chris Liddell <chris.liddell@artifex.com>Date:   Thu Dec 16 15:14:28 2021 +0000    oss-fuzz 42310: Fix validation of CFF CIDFont charstring length	42310	pdf/pdf_font1C.c	437
ghostpdl-20211216-1a3c64e7a	1a3c64e7a	2bb92f8d5	Thu Dec 16 15:13:53 2021 +0000	oss-fuzz 42444: Fix broken stack indexing	commit 1a3c64e7a65025ea024bd65cc726b6ec5dd0e172Author: Chris Liddell <chris.liddell@artifex.com>Date:   Thu Dec 16 15:06:23 2021 +0000    oss-fuzz 42444: Fix broken stack indexing        when creating a code space range	42444	pdf/pdf_cmap.c	117
ghostpdl-20211214-a5dd7e733	a5dd7e733	a7f2474c5	Tue Dec 14 15:33:09 2021 +0000	oss-fuzz 42372: Fix validation of number of d1 operands	commit a5dd7e7333eddef2fa41bf317edd54d15936c342Author: Chris Liddell <chris.liddell@artifex.com>Date:   Tue Dec 14 14:24:52 2021 +0000    oss-fuzz 42372: Fix validation of number of d1 operands	42372	pdf/pdf_font.c	1230
ghostpdl-20211214-82b097fe8	82b097fe8	991a95ff4	Tue Dec 14 13:24:20 2021 +0000	oss-fuzz 42266: Fix number of entries when searching a table	commit 82b097fe8e76ea92f69ef483f45c0cf491a98d43Author: Chris Liddell <chris.liddell@artifex.com>Date:   Mon Dec 13 13:30:52 2021 +0000    oss-fuzz 42266: Fix number of entries when searching a table	42266	pdf/pdf_int.c	1187
ghostpdl-20210610-bd56e2ddd	bd56e2ddd	a67318453	Thu Jun 10 11:01:51 2021 +0100	Bug 703911: Erroneous freeing of stream string buffer	commit bd56e2ddd62e5706dfafdfe817d71e6d27a7fe49Author: Chris Liddell <chris.liddell@artifex.com>Date:   Fri Jun 4 16:45:56 2021 +0100    Bug 703911: Erroneous freeing of stream string buffer        Previously, s_close_filters() would close and free all the streams    in a chain, including the lowest level source stream. If that stream    was a string object based stream, s_close_filters() would also free    that string buffer.        On the other hand, it is far from obvious to calling code that    the lowest level stream was memory buffer based, and equally difficult    for the calling code to retrieve that buffer for itself.        So, make two cases:    sread_string(): This sets up the stream for cases where the caller    retains ownership of the buffer - as in the case where the buffer    comes from a Postscript string object (where ownership is retained    by Postscript VM). Thus s_close_filters() will not free the buffer.        and:        sread_transient_string(): This sets up the stream, transferring    ownership of the buffer to stream. In which case s_close_filters()    will free the buffer.        Comes from:    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=34459&q=ghostscript&can=2	34459&q=ghostscript&can=2	base/stream.c;base/stream.h	112;179;1016;1027;1231;141;372
ghostpdl-20210603-7e1687689	7e1687689	2a3129365	Thu Jun 3 13:19:09 2021 +0100	Fix uses of pop() vs ref_stack_pop(()	commit 7e1687689389b053ec762ac8c41fe79775537256Author: Chris Liddell <chris.liddell@artifex.com>Date:   Wed Jun 2 10:10:05 2021 +0100    Fix uses of pop() vs ref_stack_pop(()        The pop() macro is very simple: all it does is decrement the pointer for top    of the operand stack - it does no stack limit checking and, more importantly,    it has no capability to cope with stack extension blocks.        Since the main interpreter loop has to do its own stack limit checking, and    handle the extension blocks, it would be wasteful for each operator to do so,    too. So the intention is that pop() is only called immediately before returning    to the interpreter loop, setting the point, but leaving the interpreter loop to    cope with error conditions or extension blocks.        Over the years, various cases have crept in with pop() being used in places    that are not immediately before a return to the interpreter loop and, in    several cases, are before other code that also accesses the stack, causing    potential problems - not least, two (so far) oss-fuzz issues.        So review uses of pop() and change the bad ones to ref_stack_pop() (which does    bounds checking and extension block handling). Also change a few uses of    ref_stack_pop() to pop().        There are a couple of exceptions: one in the inner tokenizing code, where    a) performance is important, and b) (I think!) the use of the stack is a    "closed system" - it only pushes or pops for it's own purpose, so should be    safe.        And at least one place where we use pop() in the middle of a function, but we    can safely do so because before anything else happens that might access the    stack, it's been changed to call ref_stack_pop() or ref_stack_push(), which will    take care of any mess left by pop().        This review was "inspired" by:    https://bugs.ghostscript.com/show_bug.cgi?id=703902        but is not directly fixing that bug.	issues.	psi/zcfont.c;psi/zchar1.c;psi/zcolor.c;psi/zcolor1.c;psi/zdevice.c;psi/zfile.c;psi/zfunc.c;psi/zgeneric.c;psi/zht.c;psi/zht2.c;psi/zicc.c;psi/ziodev.c;psi/ziodev2.c;psi/zpcolor.c;psi/zpdf_r6.c;psi/zpdfops.c;psi/zupath.c	64;557;688;1051;1075;1276;1299;1391;1500;1628;1651;1741;1752;3320;3645;4475;4618;4878;5094;5428;5953;82;114;156;289;628;412;140;450;221;351;68;235;293;75;114;387;185;164;185;228
ghostpdl-20210603-2a3129365	2a3129365	25b8457be	Thu Jun 3 13:19:09 2021 +0100	Bug 703902: Fix op stack management in sampled_data_continue()	commit 2a3129365d3bc0d4a41f107ef175920d1505d1f7Author: Chris Liddell <chris.liddell@artifex.com>Date:   Tue Jun 1 19:57:16 2021 +0100    Bug 703902: Fix op stack management in sampled_data_continue()        Replace pop() (which does no checking, and doesn't handle stack extension    blocks) with ref_stack_pop() which does do all that.        We still use pop() in one case (it's faster), but we have to later use    ref_stack_pop() before calling sampled_data_sample() which also accesses the    op stack.        Fixes:    https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=34675	34675	psi/zfsample.c	533;554
ghostpdl-20210222-9c7347c8e	9c7347c8e	2c7a78d3e	Mon Feb 22 10:00:22 2021 +0000	Bug 703326: Create a new clip path for clist typed image handling	commit 9c7347c8e1bb146b9ae27b35b8207e10a7c5dc43Author: Chris Liddell <chris.liddell@artifex.com>Date:   Wed Feb 10 09:35:39 2021 +0000    Bug 703326: Create a new clip path for clist typed image handling        Stupid fuzzing file uses a Type 3 font with a sampled image in the glyph    proc. The image uses a procedure as a data source. The glyph proc does    gsave, and the image data source procedure does a grestore. So by the time we    clean up the image "samples", the gstate and the clip path it contains have    gone. So the image enumerator's reference to the clip path is left dangling.        Copying, rather than referencing, that clip path solves the crash.        Fixes oss-fuzz issue: 26987	issue	base/gxclimag.c	478;600;767;896;935;1262
ghostpdl-20200921-bbd106e8f	bbd106e8f	42480ab92	Mon Sep 21 22:16:34 2020 +0100	oss-fuzz 23637: Fix error code confusion	commit bbd106e8f9345296cb5b5a452487bda603d54173Author: Chris Liddell <chris.liddell@artifex.com>Date:   Mon Sep 21 22:16:34 2020 +0100    oss-fuzz 23637: Fix error code confusion        Confusion of error codes meant we were allocating space for glyph data,    but never copying the data into it. Thus the memory sanitizer error.	23637	psi/zfapi.c	2118;2139
ghostpdl-20200605-560ff82b0	560ff82b0	7502a26f0	Fri Jun 5 14:52:57 2020 +0100	Fix a bounds check in FAPI	commit 560ff82b0bc782465aa4591b2953954d7cf5608cAuthor: Chris Liddell <chris.liddell@artifex.com>Date:   Fri Jun 5 14:51:00 2020 +0100    Fix a bounds check in FAPI        Using less than or equal to should have been less than.        Found while investigating an oss-fuzz issue.	issue.	psi/zfapi.c	1688
ghostpdl-20190209-6238141c4	6238141c4	a0421f035	Sat Feb 9 01:27:44 2019 +0100	Bug 700384: Indicate error upon error, do not just warn.	commit 6238141c4564df091515fac92e3c35275d5ce26fAuthor: Sebastian Rasmussen <sebras@gmail.com>Date:   Fri Dec 7 18:12:23 2018 +0100    Bug 700384: Indicate error upon error, do not just warn.        Building a Huffman table failed, this was correctly detected,    but success was indicated to the caller causing a reference    template to be left uninitialized, which later on caused the    generic refinement region decoder attempt to use this    uninitialized data. This was reported by MSAN.        Thanks to oss-fuzz for reporting.	for	jbig2dec/jbig2_text.c	219
ghostpdl-20180828-032603f3c	032603f3c	343366cf2	Tue Aug 28 23:32:46 2018 +0800	Bug 699673: jbig2dec: Initialize return code for all cases.	commit 032603f3c5448fc32609c51c932d11529eb6b581Author: Sebastian Rasmussen <sebras@gmail.com>Date:   Sun Aug 26 15:16:46 2018 +0800    Bug 699673: jbig2dec: Initialize return code for all cases.        Thanks to oss-fuzz for reporting.	for	jbig2dec/jbig2_arith.c	298
