18ea8577	20b768fc	Mon Jul 17 14:52:03 2023 +1000	upstream: Include stdint.h for SIZE_MAX. Fixes OPENSSL=no build.
231a346c	1875042c	Mon Sep 19 19:25:14 2022 +1000	upstream: better debugging for connect_next()
940dc107	4b5f91cb	Wed Sep 14 10:16:05 2022 +1000	upstream: a little extra debugging
86af013b	0ba39b93	Wed Sep 14 10:16:04 2022 +1000	upstream: fix repeated words ok miod@ jmc@
5f45c239	03277a4a	Fri Sep 2 14:21:06 2022 +1000	upstream: sk-usbhid: fix key_lookup() on tokens with built-in UV
1b470b90	fd6ee741	Fri Aug 19 15:19:19 2022 +1000	Fix cygwin conditional steps.
fd6ee741	a9305c4c	Fri Aug 19 15:12:57 2022 +1000	Add a bit more debug output.
4df246ec	2580916e	Thu Aug 11 10:24:56 2022 +1000	Fix conditional for running hostbased tests.
2580916e	fdbd5bf5	Thu Aug 11 08:58:28 2022 +1000	fix SANDBOX_SECCOMP_FILTER_DEBUG
f208e3b9	8638a2ce	Wed Jul 20 13:38:48 2022 +1000	upstream: ssh-keygen: fix touch prompt, pin retries;
4be7184e	6c31ba10	Fri Jul 1 13:54:53 2022 +1000	upstream: bump up loglevel from debug to info when unable to open
5fd922ad	f51423bd	Fri Jun 24 14:43:54 2022 +1000	fix broken case statement in previous
7d25b37f	f5ba85da	Fri Jun 24 13:46:39 2022 +1000	fix possible NULL deref when built without FIDO
dc7bc523	1781f507	Mon May 30 09:29:20 2022 +1000	fix some bugs in the fuzzer
9b73345f	56a0697f	Mon May 16 22:56:58 2022 +1000	upstream: fix in-place copies; r1.163 incorrectly skipped truncation in
0bc6b4c8	a45615cb	Mon May 2 09:22:44 2022 +1000	upstream: fix some integer overflows in sieve_large() that show up when
247082b5	e0552200	Fri Apr 29 13:18:31 2022 +1000	upstream: fix memleak on session-bind path; from Pedro Martelletto, ok
0979e293	67b7c784	Wed Apr 27 21:33:11 2022 +1000	upstream: Add authfd path to debug output. ok markus@
d6556de1	8a74a96d	Thu Mar 31 08:16:38 2022 +1100	upstream: fix poll() spin when a channel\'s output fd closes without
5a252d54	ce324cf5	Fri Mar 18 13:33:36 2022 +1100	upstream: improve DEBUG_CHANNEL_POLL debugging message
6ee53064	9fa63a19	Fri Feb 11 10:05:31 2022 +1100	Fix helper include path and remove excess code.
a1bcbf04	56192518	Mon Feb 7 21:26:14 2022 +1100	fix typos in previous
68085066	2e5cfed5	Fri Jan 21 09:53:07 2022 +1100	Fix signedness bug in Cygwin code
a1d42a6c	976b9588	Fri Jan 14 14:09:38 2022 +1100	fix edge case in poll(2) wrapper
bd69e29f	1a7c88e2	Sat Jan 8 19:01:43 2022 +1100	upstream: Remove errant "set -x" left over from debugging.
63670d4e	e14940bb	Sat Jan 8 18:38:50 2022 +1100	upstream: fix some corner-case bugs in scp sftp-mode handling of
0fa33683	17877bc8	Fri Jan 7 09:21:38 2022 +1100	upstream: Fix signature algorithm selection logic for
73699004	294c11b1	Fri Jan 7 09:10:42 2022 +1100	upstream: fix cut-and-pasto in error message
8f3b1803	bbf28516	Wed Jan 5 11:51:04 2022 +1100	upstream: Log command invocation while debugging.
a23698c3	cb885178	Sat Jan 1 15:19:48 2022 +1100	upstream: fix memleak in process_extension(); oss-fuzz issue #42719
a2188579	da403552	Tue Dec 7 12:30:50 2021 +1100	upstream: fix unintended sizeof pointer in debug path ok markus@
e9c71498	b5601202	Fri Dec 3 11:30:30 2021 +1100	upstream: hash full host:port when asked to hash output, fixes hashes
c0459588	158bf854	Mon Nov 29 14:03:19 2021 +1100	Fix typo in Neils\' name.
56db1f4a	50bea24a	Sun Nov 28 18:28:08 2021 +1100	upstream: fix indenting in last commit
15db8661	b7ffbb17	Sat Nov 27 18:22:41 2021 +1100	upstream: debug("func: ...") -> debug_f("...")
a823f399	199c4df6	Fri Nov 19 08:33:59 2021 +1100	upstream: regression test for ssh-keygen -Y find-principals fix; from
199c4df6	97f9b6e6	Fri Nov 19 08:33:19 2021 +1100	upstream: less confusing debug message; bz#3365
239da797	6997a592	Wed Nov 10 17:32:18 2021 +1100	upstream: fix ssh-keysign for KEX algorithms that use SHA384/512
e7eb73b8	052a9d84	Fri Oct 22 22:02:26 2021 +1100	upstream: Fix typos in comments.
5a37cc11	16a25414	Wed Oct 6 13:16:21 2021 +1100	fix broken OPENSSL_HAS_ECC test
87259557	489741dc	Fri Oct 1 16:36:24 2021 +1000	fix FIDO key support for !OPENSSL_HAS_ECC case
76a398ed	ddcb53b7	Fri Oct 1 14:55:12 2021 +1000	upstream: Fix up whitespace left by previous
ce4854e1	15abdd52	Wed Sep 29 11:35:11 2021 +1000	upstream: add some debug output showing how many key file/command lines
f7039541	f6a660e5	Fri Sep 24 08:06:48 2021 +1000	Replacement function for buggy fgrep.
7ed1a311	8c071701	Tue Sep 21 08:06:09 2021 +1000	upstream: fix missing -s in SYNOPSYS and usage() as well as a
8c071701	277d3c6a	Mon Sep 20 14:31:57 2021 +1000	upstream: Fix "Allocated port" debug message
e694f8ac	8a7a06ee	Sun Sep 19 17:21:59 2021 +1000	upstream: allow log_stderr==2 to prefix log messages with argv[0]
d0fffc88	19b3d846	Wed Sep 15 15:58:18 2021 +1000	upstream: put back the mux_ctx memleak fix for SSH_CHANNEL_MUX_CLIENT
c4565e69	79f1bb5f	Wed Sep 8 21:09:49 2021 +1000	Really fix test on OpenSSL 1.1.1 stable.
4afe431d	ca0e455b	Wed Sep 8 13:31:42 2021 +1000	upstream: correct my mistake in previous fix; spotted by halex
ca0e455b	37616807	Tue Sep 7 16:05:37 2021 +1000	upstream: avoid NULL deref in -Y find-principals. Report and fix
1ff38f34	cb37e2f0	Fri Sep 3 13:42:08 2021 +1000	Fix memory leak in error path.
cb37e2f0	8b02ef0f	Wed Sep 1 13:32:45 2021 +1000	upstream: Fix ssh-rsa fallback for old PuTTY interop tests.
deaadcb9	10e45654	Fri Aug 20 08:39:33 2021 +1000	Prefix pselect functions to clarify debug messages
10e45654	464ba22f	Fri Aug 20 08:30:42 2021 +1000	Fix race in pselect replacement code.
cf27810a	85de69f6	Sat Aug 7 12:11:03 2021 +1000	upstream: Fix prototype mismatch for do_cmd. ok djm@
133b44e5	98b59244	Sat Aug 7 10:20:31 2021 +1000	upstream: fix incorrect directory permissions on scp -3
98b59244	c677e653	Sat Aug 7 10:20:31 2021 +1000	upstream: a bit more debugging of file attributes being
dd533c7a	c7cd347a	Tue Aug 3 09:39:58 2021 +1000	upstream: fix a formatting error and add some Xr; from debian at
c7cd347a	4455aec2	Tue Aug 3 09:39:58 2021 +1000	upstream: fix a formatting error and mark up known_hosts
bec42933	efad4deb	Tue Aug 3 09:39:57 2021 +1000	upstream: word fix; reported by debian at helgefjell de
43ec991a	073f45c2	Sat Jul 17 10:43:23 2021 +1000	upstream: fix sftp on ControlPersist connections, broken by recent
7ae69f26	f5fc6a4c	Wed Jul 14 09:20:56 2021 +1000	upstream: fix some broken tests; clean up output
b5d23150	8f57be9f	Thu Jul 8 14:57:17 2021 +1000	upstream: Fix a couple of whitespace things. Portable already has
f841fc9c	0767627c	Fri Jul 2 15:20:32 2021 +1000	Fix ifdefs around get_random_bytes_prngd.
d443006c	2a5704ec	Fri Jun 25 16:32:34 2021 +1000	upstream: fix decoding of X.509 subject name; from Leif Thuresson
1a6f6b08	78e30af3	Wed Jun 9 08:32:03 2021 +1000	upstream: fix regression in r1.356: for ssh_config options that
d45b9c63	530739d4	Mon Jun 7 13:39:41 2021 +1000	upstream: fix debug message when finding a private key to match a
4265215d	bda270d7	Sun Jun 6 13:41:36 2021 +1000	upstream: Client-side workaround for a bug in OpenSSH 7.4: this release
1a4d1da9	60455a5d	Tue Jun 1 14:38:41 2021 +1000	upstream: fix memleak in test
2e1efcfd	9acd76e6	Wed May 26 12:46:01 2021 +1000	upstream: fix SEGV in UpdateHostkeys debug() message, triggered
c4902e1a	afea0138	Tue May 18 11:02:32 2021 +1000	upstream: fix breakage of -W forwaring introduced in 1.554; reported by
5953c143	1e9fa55f	Fri May 14 17:20:35 2021 +1000	upstream: fix previous: test saved no_shell_flag, not the one that just
1e9fa55f	d1320c49	Fri May 14 13:10:50 2021 +1000	upstream: Fix ssh started with ControlPersist incorrectly executing a
f4385915	ac31aa3c	Wed May 5 10:08:43 2021 +1000	upstream: Don\'t pass NULL as a string in debugging as it does not work
ac31aa3c	8e32e97e	Mon May 3 11:05:31 2021 +1000	upstream: more debugging for UpdateHostKeys signature failures
f0689306	e65cf00d	Fri Apr 30 14:32:18 2021 +1000	upstream: a little debugging in the main mux process for status
b3cc9fbd	77532609	Tue Apr 27 11:44:29 2021 +1000	Fix custom OpenSSL tests.
31d8d231	34afde5c	Sat Apr 3 17:23:02 2021 +1100	upstream: highly polished whitespace, mostly fixing spaces-for-tab
460aee92	082804c1	Sat Apr 3 16:49:02 2021 +1100	upstream: fix incorrect plural; from Ville Skyt
dc3c0be8	f75bcbba	Sat Apr 3 16:24:40 2021 +1100	upstream: Fix two problems in string->argv conversion: 1) multiple
e99080c0	160db17f	Wed Mar 10 10:14:26 2021 +1100	upstream: Fix PRINT macro, the suffix param to sshlog() was missing.
351c5dbb	0d1c9dbe	Sun Feb 28 10:54:19 2021 +1100	upstream: fix alphabetic ordering of options; spotted by Iain Morgan
b7c6ee7b	6248b860	Sat Feb 27 12:26:08 2021 +1100	Fix punctuatio and typo in README.md.
47320178	fd9fa76a	Fri Feb 26 11:18:26 2021 +1100	upstream: a bit more debugging behind #ifdef DEBUG_SK
63238f5a	34c5ef6e	Thu Feb 18 13:50:37 2021 +1100	upstream: Fix the hostkeys rotation extension documentation
d0763c8d	b3afc243	Thu Feb 18 11:05:48 2021 +1100	Fixing quoting for installing moduli on target guest.
4653116c	4512047f	Thu Feb 18 09:51:18 2021 +1100	Fix labels on targets (dots vs underscores).
a35d3e91	69338ab4	Fri Feb 5 13:38:57 2021 +1100	upstream: Remove debug message from sigchld handler. While this
f71219a0	3287790e	Fri Feb 5 13:38:57 2021 +1100	upstream: fix memleaks in private key deserialisation; enforce more
0ef24ad6	de613f27	Sat Jan 30 16:28:23 2021 +1100	expect fuzz cases to have length prefix
76f46d75	7c2e3d6d	Sat Jan 30 12:02:10 2021 +1100	some fixed test data (mostly keys) for fuzzing
1a4b9275	8afaa7d7	Sat Jan 30 11:58:31 2021 +1100	upstream: fix the values of enum sock_type
d983e173	1134a48c	Thu Jan 28 10:50:56 2021 +1100	upstream: fix leak: was double allocating kex->session_id buffer
6ffdcdda	b55b7565	Fri Jan 22 16:07:02 2021 +1100	upstream: Fix long->int for convtime tests here too. Spotted by
148b8a66	3d999be7	Thu Dec 31 12:47:22 2020 +1100	fix: missing pieces of previous commit
a11ca015	d97fb879	Mon Dec 21 22:35:41 2020 +1100	upstream: properly fix ProxyJump parsing; Thanks to tb@ for
0ebead65	d060bc7f	Mon Dec 21 10:52:27 2020 +1100	upstream: fix possible error("%s", NULL) on error paths
553b90fe	ac0364b8	Fri Dec 4 13:43:01 2020 +1100	upstream: fix minor memleak of kex->hostkey_alg on rekex
5442b491	2992e4e7	Fri Nov 13 18:32:24 2020 +1100	upstream: prefix keyboard interactive prompts with (user@host) to
add926dd	4340dd43	Thu Nov 12 10:53:03 2020 +1100	upstream: fix logic error that broke URI parsing in ProxyJump
6d2564b9	586f9bd2	Fri Nov 6 17:11:16 2020 +1100	Fix function body for variadic macro test.
95d1109f	b12b835d	Thu Oct 29 14:15:35 2020 +1100	upstream: fix sshd_config SetEnv directive inside Match blocks; part of
b12b835d	1a14c131	Thu Oct 29 14:03:03 2020 +1100	upstream: fix type of nid in type_bits_valid(); github PR#202 from
815209ab	a575cf44	Thu Oct 29 13:53:59 2020 +1100	upstream: UpdateHostkeys: fixed/better detection of host keys that
492d70e1	eab2888c	Mon Oct 26 12:15:52 2020 +1100	upstream: Minor man page fixes (capitalization, commas) identified by
f7bd11e4	7715a3b1	Mon Oct 19 19:09:08 2020 +1100	upstream: fix SEGV on fatal() errors spotted by dtucker@
afbd9ec9	793b583d	Sat Oct 17 11:33:13 2020 +1100	fix netcat build problem
67146c7d	3205eaa3	Thu Oct 8 21:15:17 2020 +1100	fix TEST_MALLOC_OPTIONS var
04c06d04	b70e3371	Wed Oct 7 13:34:11 2020 +1100	upstream: Fix UpdateHostkeys/HashKnownHosts/CheckHostIP bug
d9e727dc	a1a856d5	Sat Oct 3 09:20:55 2020 +1000	Fix `EOF: command not found` error in ssh-copy-id
c1c44eee	785f0f31	Wed Sep 2 12:27:27 2020 +1000	configure.ac: fix libfido2 back-compat
2a3a9822	ce178be0	Mon Aug 31 14:34:34 2020 +1000	upstream: sentence fix; from pedro martelletto
d6f45cdd	b969072c	Thu Aug 27 19:47:35 2020 +1000	upstream: debug()-print a little info about FIDO-specific key
a09e98dc	eb122b1e	Fri Aug 7 15:37:37 2020 +1000	Output test debug logs on failure.
69860769	40649bd0	Fri Jul 17 18:03:28 2020 +1000	upstream: fix macro slip in previous;
9c9ddc13	f1a47989	Wed Jul 15 17:11:08 2020 +1000	upstream: Fix previous by calling the correct function.
03da4c2b	73f20f19	Wed Jul 15 15:02:52 2020 +1000	upstream: Use $OBJ to find key files. Fixes test when run on an obj
aa6fa4bf	d8195914	Fri Jul 3 17:26:23 2020 +1000	upstream: put back the mux_ctx memleak fix, but only for channels of
1b90ddde	55ef3e9c	Fri Jul 3 15:12:31 2020 +1000	upstream: fix memory leak of mux_ctx; patch from Sergiy Lozovsky
14beca57	598c3a5e	Sat Jun 27 20:23:27 2020 +1000	upstream: backout 1.293 fix kex mem-leak in ssh_packet_close at markus
07f5f369	e3599508	Fri Jun 26 15:18:44 2020 +1000	upstream: fix kex mem-leak in ssh_packet_close; ok djm
e3599508	250246fe	Fri Jun 26 15:18:44 2020 +1000	upstream: fix ssh -O proxy w/mux which got broken by no longer
5ad3c3a3	712ac1ef	Sat May 30 10:48:06 2020 +1000	upstream: Fix error message on close(2) and add printf format
4c607244	224418cf	Fri May 29 13:28:47 2020 +1000	upstream: fix compilation on !HAVE_DLOPEN platforms; stub function
224418cf	1001dd14	Fri May 29 13:28:47 2020 +1000	upstream: fix exit status for downloading of FIDO resident keys;
1001dd14	7af1e92c	Fri May 29 13:28:46 2020 +1000	upstream: Fix multiplier in convtime when handling seconds after
7af1e92c	0a9a6116	Thu May 28 10:25:18 2020 +1000	upstream: fix Include before Match in sshd_config; bz#3122 patch
16ea1fdb	47adfdc0	Thu May 28 10:25:18 2020 +1000	upstream: fix crash in recallocarray when deleting SendEnv
4be56399	0c111eb8	Wed May 27 10:14:45 2020 +1000	upstream: fix memleak of signature; from Pedro Martelletto
af8b16fb	d7d753e2	Wed May 27 10:09:19 2020 +1000	upstream: fix off-by-one error that caused sftp downloads to make
82945181	5a442cec	Wed May 27 10:09:18 2020 +1000	upstream: fix non-ASCII quote that snuck in; spotted by Gabriel
ecb2c02d	3ab6fccc	Wed May 27 10:09:18 2020 +1000	upstream: fix compilation with DEBUG_KEXDH; bz#3160 ok dtucker@
7882d2ed	8074f949	Mon May 4 18:42:13 2020 +1000	upstream: portability fix for sed that always emil a newline even
90a0b434	c0dfd18d	Fri May 1 13:55:03 2020 +1000	fix reversed test
5de21c82	ea14103c	Fri May 1 13:13:29 2020 +1000	upstream: bring back debug() removed in rev 1.74; noted by pradeep
c9d10dbc	4d2c87b4	Fri May 1 13:13:28 2020 +1000	upstream: Fix comment typo. Patch from mforney at mforney.org.
d27cba58	20819b96	Fri May 1 09:21:52 2020 +1000	Fix conditional for openssl-based chacha20.
2c169011	3beb7276	Fri Apr 24 14:57:52 2020 +1000	upstream: Fix incorrect error message for "too many known hosts files."
a98d5ba3	32f2d0aa	Mon Apr 20 14:46:40 2020 +1000	upstream: fix a bug I introduced in r1.406: when printing private key
54688e93	267cbc87	Fri Apr 17 14:03:36 2020 +1000	upstream: fix reversed test that caused IdentitiesOnly=yes to not
931c50c5	d1d5f728	Mon Apr 6 10:04:56 2020 +1000	fix inverted test for LibreSSL version
de34a440	9cd40b82	Fri Apr 3 15:45:12 2020 +1100	upstream: fix format string (use %llu for uint64, not %lld). spotted by
ebd29e90	7b4d8999	Fri Apr 3 15:35:28 2020 +1100	upstream: fix debug statement
7b4d8999	eece2436	Fri Apr 3 15:35:28 2020 +1100	upstream: the tunnel-forwarding vs ExitOnForwardFailure fix that I
955c4cf4	397f217e	Fri Mar 13 14:30:16 2020 +1100	sync fnmatch.c with upstream to fix another typo
8bdc3bb7	e32ef97a	Fri Mar 13 13:18:31 2020 +1100	upstream: fix relative includes in sshd_config; ok djm
e32ef97a	5732d580	Fri Mar 13 13:18:31 2020 +1100	upstream: fix use-after-free in do_download_sk; ok djm
8fae395f	46e5c4c8	Fri Mar 13 13:18:31 2020 +1100	upstream: initialize seconds for debug message; ok djm
fbff605e	bc30b446	Fri Mar 13 13:18:09 2020 +1100	upstream: fix possible null-deref in check_key_not_revoked; ok
a6134b02	16d4f996	Fri Mar 13 13:13:30 2020 +1100	upstream: fix uninitialized pointers for forward_cancel; ok djm
5f25afe5	ff2acca0	Fri Mar 13 13:13:30 2020 +1100	upstream: fix null-deref on calloc failure; ok djm
15be29e1	6fb6f186	Fri Mar 13 13:13:30 2020 +1100	upstream: sshsig: return correct error, fix null-deref; ok djm
7eb903f5	b2491c28	Mon Feb 24 17:14:00 2020 +1100	upstream: Fix typo. Patch from itoama at live.jp via github PR#173.
b18dcf6c	0001576a	Fri Feb 21 12:29:05 2020 +1100	fix some typos and sentence
0001576a	99ff8fef	Fri Feb 21 12:27:23 2020 +1100	upstream: Fix some typos and an incorrect word in docs. Patch from
11d42716	264a9662	Tue Feb 18 20:24:44 2020 +1100	Fix typos in INSTALL: s/avilable/available/ s/suppports/supports/
fd68dc27	96bd895a	Fri Feb 7 14:31:02 2020 +1100	upstream: fix two PIN entry bugs on FIDO keygen: 1) it would allow more
9716e8c4	d596b1d3	Thu Feb 6 11:53:38 2020 +1100	Fix sha2 MAKE_CLONE no-op definition
adffbe1c	58c81909	Sun Feb 2 21:18:07 2020 +1100	upstream: Output (none) in debug in the case in the CheckHostIP=no case
58c81909	0facae7b	Sun Feb 2 20:31:48 2020 +1100	upstream: Prevent possible null pointer deref of ip_str in debug.
245399df	7365f28a	Sat Feb 1 10:22:32 2020 +1100	upstream: force early logging to stderr if debug_flag (-d) is set;
ba261a1d	771891a0	Sat Feb 1 10:15:27 2020 +1100	upstream: spelling fix;
72a8bea2	0585b569	Sat Jan 25 11:27:29 2020 +1100	upstream: ssh-keygen -Y find-principals fixes based on feedback
fbce7c1a	ba247af8	Thu Jan 23 22:33:18 2020 +1100	upstream: Fix typo in comment.
945bf52c	84226b44	Thu Jan 23 21:06:45 2020 +1100	Fix a couple of mysig_t leftovers.
4a05d789	881aded0	Tue Jan 21 18:09:09 2020 +1100	upstream: fix ssh-keygen not displaying authenticator touch
881aded0	b715fdc7	Tue Jan 21 18:09:09 2020 +1100	upstream: a little more verbosity in sign_and_send_pubkey() debug
b8a4ca2e	57b181ea	Tue Jan 21 18:09:09 2020 +1100	upstream: revise the fix for reversed arguments on
b3f7009c	0c428c0e	Tue Jan 21 10:47:29 2020 +1100	Fix missing prototype warning for copy_environment
0c428c0e	6089abf7	Tue Jan 21 10:46:11 2020 +1100	configure.ac: fix ldns test
5a9b9c82	335dc935	Tue Jan 21 10:37:25 2020 +1100	sandbox-darwin.c: fix missing prototypes.
335dc935	0488dc2d	Mon Jan 20 21:17:11 2020 +1100	Fix a few warnings when on Mac OS X.
0488dc2d	e6b7157b	Mon Jan 20 21:14:46 2020 +1100	Fix building without openssl.
515e10dd	1af3354a	Thu Jan 16 13:26:46 2020 +1100	Fix typo in README.md, s/crytpo/crypto/
ed3ad71b	cd534763	Thu Jan 9 21:29:19 2020 +1100	upstream: fix reversed arguments on expand_proxy_command(); spotted
ff5784e2	dd2acc8b	Mon Jan 6 13:25:26 2020 +1100	upstream: fix error message
2ab33571	69e44ba7	Mon Jan 6 13:12:46 2020 +1100	upstream: fix CanonicalizeHostname, broken by rev 1.507
69e44ba7	7652a576	Mon Jan 6 09:02:53 2020 +1100	Fix typo: \'you\' -> \'your\'.
416f1537	68010acb	Sat Dec 21 13:22:07 2019 +1100	upstream: SSH U2F keys can now be used as host keys. Fix a garden
f45f3a8a	d2143476	Sat Dec 14 07:53:11 2019 +1100	fixup
59175a35	36eaa356	Wed Dec 11 19:08:22 2019 +1100	upstream: fix setting of $SSH_ASKPASS_PROMPT - it shouldn\'t be set
b218055e	0dedb703	Fri Nov 29 12:32:23 2019 +1100	(yet) another x-platform fix for sk-dummy.so
323da82b	d8b2838c	Thu Nov 28 09:53:42 2019 +1100	(hopefully) fix out of tree builds of sk-dummy.so
e0d38ae9	9281d431	Wed Nov 27 10:44:29 2019 +1100	upstream: more debugging; behind DEBUG_SK
4bfc0503	d8820541	Mon Nov 18 17:59:43 2019 +1100	upstream: fix a bug that prevented serialisation of ed25519-sk keys
d8820541	740c4bc9	Mon Nov 18 17:42:11 2019 +1100	upstream: Fix incorrect error message when key certification fails
740c4bc9	85409cbb	Mon Nov 18 17:42:11 2019 +1100	upstream: fix bug that prevented certification of ed25519-sk keys
9a1225e8	4103a3ec	Mon Nov 18 11:54:56 2019 +1100	upstream: tweak debug message
4103a3ec	05daa211	Sun Nov 17 09:44:43 2019 +1100	upstream: a little debug() in the security key interface
d431778a	af90aec0	Sun Nov 17 09:44:43 2019 +1100	upstream: fix typos in sk_enroll
22a82712	018e2902	Fri Nov 15 13:41:40 2019 +1100	upstream: correct function name in debug message
575d0042	63a5b24f	Fri Nov 15 13:41:40 2019 +1100	upstream: remove debugging goop that snuck in to last commit
dffd02e2	fc173aeb	Fri Nov 15 08:50:10 2019 +1100	upstream: fix check for sig_s; noted by qsa at qualys.com
bf219920	40598b85	Fri Nov 15 08:50:10 2019 +1100	upstream: fix shield/unshield for xmss keys: - in ssh-agent we need
a4cc579c	fccff339	Wed Nov 13 10:42:46 2019 +1100	Fix comment in match_usergroup_pattern_list.
ad38406f	9cac151c	Sat Nov 2 11:12:50 2019 +1100	upstream: fix miscellaneous text problems; ok djm@
4332b4fe	03f9205f	Fri Nov 1 14:56:38 2019 +1100	upstream: fix a race condition in the SIGCHILD handler that could turn
2aae149a	3420e046	Fri Nov 1 13:05:48 2019 +1100	upstream: undo debugging bits that shouldn\'t have been committed
b923a90a	9a14c64c	Fri Nov 1 09:46:10 2019 +1100	upstream: fix -Wshadow warning
70fc9a6c	702368aa	Tue Oct 29 20:47:25 2019 +1100	upstream: fixes from lucas;
5fe81da2	7694e9d2	Mon Oct 28 21:19:47 2019 +1100	Fix ifdefs to not mask needed bits.
0bd312a3	01ce1cd4	Thu Oct 10 09:42:03 2019 +1100	Fix ifdef typo for declaration of memmem.
29e0ecd9	a546b17b	Wed Oct 9 11:11:41 2019 +1100	upstream: fix an unreachable integer overflow similar to the XMSS
a546b17b	c2cc2548	Wed Oct 9 11:11:41 2019 +1100	upstream: fix integer overflow in XMSS private key parsing.
