20220822-95befc786a	95befc786a	2a33280ceb	Mon Aug 22 21:11:39 2022 +0300	Fix type inference	oss-fuzz #50272	ext/opcache/tests/opt/inference_015.phpt	commit 95befc786ae89afc5b9b6c6d26fa26883e50ebf0Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Aug 22 21:11:39 2022 +0300  Fix type inference    Fixes oss-fuzz #50272
20220822-73c2d79fc5	73c2d79fc5	c9c51eb1f1	Mon Aug 22 17:47:07 2022 +0300	Fix memory leaks	oss-fuzz #50078	Zend/tests/named_params/call_user_func_array_variadic.phpt	commit 73c2d79fc5a517340cc629c053c6ce0d096afaf7Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Aug 22 17:47:07 2022 +0300  Fix memory leaks    Fixes oss-fuzz #50078
20220822-c9c51eb1f1	c9c51eb1f1	bb341210f5	Mon Aug 22 15:38:41 2022 +0300	Tracing JIT: Fix incorrect guard elimination	oss-fuzz #49917	ext/opcache/tests/jit/add_014.phpt	commit c9c51eb1f15117517384ba4e1707af326b3a161bAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Aug 22 15:38:41 2022 +0300  Tracing JIT: Fix incorrect guard elimination    Fixes oss-fuzz #49917
20220801-69c10aed58	69c10aed58	4b19b85eb6	Mon Aug 1 15:32:49 2022 +0300	Fix incorrect guard motion out of the loop	oss-fuzz #49579	ext/opcache/tests/jit/assign_op_009.phpt	commit 69c10aed5846f8378a04fd6cd24e4b53dafc52c5Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Aug 1 15:32:49 2022 +0300  Fix incorrect guard motion out of the loop    Fixes oss-fuzz #49579
20220801-af1a7b7b72	af1a7b7b72	4147257fc4	Mon Aug 1 14:00:19 2022 +0300	Fix SSA reconstruction when body of "foreach" loop is removed	oss-fuzz #49483	ext/opcache/tests/opt/fe_fetch_001.phpt	commit af1a7b7b72de7db01f32e84bdc7ced904cd68b81Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Aug 1 14:00:19 2022 +0300  Fix SSA reconstruction when body of "foreach" loop is removed    Fixes oss-fuzz #49483
20220725-d50875c822	d50875c822	e70d282077	Mon Jul 25 15:53:06 2022 +0300	Fix type inference	oss-fuzz #49423	ext/opcache/tests/opt/inference_014.phpt	commit d50875c822a8f37262690f94de803e20f12ad23dAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 25 15:53:06 2022 +0300  Fix type inference    Fixes oss-fuzz #49423 and #49474
20220725-e70d282077	e70d282077	cc465ba0bb	Mon Jul 25 15:24:26 2022 +0300	JIT: Fix missing type stote	oss-fuzz #49402	ext/opcache/tests/jit/reg_alloc_016.phpt	commit e70d2820774b90af2ce99dbfcd481a8a80e3e44cAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 25 15:24:26 2022 +0300  JIT: Fix missing type stote    Fixes oss-fuzz #49402
20220725-44b86aee31	44b86aee31	3962f00b01	Mon Jul 25 12:04:46 2022 +0300	Fix memory leak	oss-fuzz #49272	ext/opcache/tests/jit/and_002.phpt	commit 44b86aee31cabb35d0ebd6ee0e7fd9c365c7c50cAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 25 12:04:46 2022 +0300  Fix memory leak    Fixes oss-fuzz #49272
20220718-82d3ad64df	82d3ad64df	4b38779a48	Mon Jul 18 14:20:06 2022 +0300	Fix type inference	oss-fuzz #48908	ext/opcache/tests/opt/inference_013.phpt	commit 82d3ad64df7f2f20285afd9f65cf233bb924a6b0Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 18 14:20:06 2022 +0300  Fix type inference    Fixes oss-fuzz #48908
20220718-bd30eff5de	bd30eff5de	d830a1f6f0	Mon Jul 18 13:14:15 2022 +0300	Fix type inference for FETCH_DI_UNSET	oss-fuzz #48507	ext/opcache/tests/opt/inference_012.phpt	commit bd30eff5deefdd2bf33fd5d9023c00496edac941Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jul 18 13:14:15 2022 +0300  Fix type inference for FETCH_DI_UNSET    Fixes oss-fuzz #48507
20220620-229e80c6ef	229e80c6ef	e330f443c9	Mon Jun 20 10:59:37 2022 +0300	Fix memory leak	oss-fuzz #48051	ext/opcache/tests/opt/inline_001.phpt	commit 229e80c6ef507cc26dbd02f0b392f270e1fb6ebeAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jun 20 10:59:37 2022 +0300  Fix memory leak    This fixes oss-fuzz #48051
20220614-1cd8074743	1cd8074743	0b8e471b3c	Tue Jun 14 13:57:44 2022 +0300	JIT: Fix missing register store	oss-fuzz #48023	ext/opcache/tests/jit/reg_alloc_015.phpt	commit 1cd8074743d1a13529cf2dbd72bfb2b0ea0ffe25Author: Dmitry Stogov <dmitry@zend.com>Date:  Tue Jun 14 13:57:44 2022 +0300  JIT: Fix missing register store    This fixes oss-fuzz #48023
20220614-0b8e471b3c	0b8e471b3c	445d9502bf	Tue Jun 14 12:44:37 2022 +0300	Fix use after free	oss-fuzz #47997	ext/standard/tests/streams/user_streams_context_001.phpt	commit 0b8e471b3c358271a5316196bf9f370039d965c4Author: Dmitry Stogov <dmitry@zend.com>Date:  Tue Jun 14 12:44:37 2022 +0300  Fix use after free    This fixes oss-fuzz #47997
20220614-729be469ae	729be469ae	1b45efb6fb	Tue Jun 14 11:59:35 2022 +0300	Fix type inference	oss-fuzz #47921	ext/opcache/tests/opt/inference_011.phpt	commit 729be469ae1c50251607b8978647f8b510b45b46Author: Dmitry Stogov <dmitry@zend.com>Date:  Tue Jun 14 11:59:35 2022 +0300  Fix type inference    This dixes oss-fuzz #47921
20220614-1b45efb6fb	1b45efb6fb	4b8bbfb6db	Tue Jun 14 10:20:45 2022 +0300	Fix type inference	oss-fuzz #47920	ext/opcache/tests/opt/inference_010.phpt	commit 1b45efb6fb9dd37c2c6f2079ba2ab851f12e84e0Author: Dmitry Stogov <dmitry@zend.com>Date:  Tue Jun 14 10:20:45 2022 +0300  Fix type inference    This fixes oss-fuzz #47920
20220606-088e5677fb	088e5677fb	e864cb61a7	Mon Jun 6 11:35:01 2022 +0300	Fix memory leak	oss-fuzz #47791	ext/reflection/tests/ReflectionClass_getMethods_004.phpt	commit 088e5677fbfa41d0c66d756e3076b30c500db126Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jun 6 11:35:01 2022 +0300  Fix memory leak    This fixes oss-fuzz #47791
20220606-b86c6245cc	b86c6245cc	98e1291b7e	Mon Jun 6 11:13:53 2022 +0300	Fix type inference	oss-fuzz #47777	ext/opcache/tests/opt/inference_009.phpt	commit b86c6245cc7dd739a526c29748725b59926b17ccAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Jun 6 11:13:53 2022 +0300  Fix type inference    This fixes oss-fuzz #47777
20220530-3a8912fb7c	3a8912fb7c	591bd1186f	Mon May 30 11:32:17 2022 +0300	Fix memory leak	oss-fuzz #47648	ext/opcache/tests/jit/assign_053.phpt	commit 3a8912fb7c97ea5a8490037d45224230be10625dAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon May 30 11:32:17 2022 +0300  Fix memory leak    This fixes oss-fuzz #47648
20220516-84ea0aa684	84ea0aa684	05375602a7	Mon May 16 13:45:31 2022 +0300	Fix memory leak	oss-fuzz #47448	ext/opcache/tests/opt/sccp_040.phpt	commit 84ea0aa6840b814f84b241e151472a352616b314Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon May 16 13:45:31 2022 +0300  Fix memory leak    This fixes oss-fuzz #47448
20220516-05375602a7	05375602a7	5a39f4c7cc	Mon May 16 12:41:25 2022 +0300	Fix type inference	oss-fuzz #47422	ext/opcache/tests/opt/inference_008.phpt	commit 05375602a756e8ca7220480bdb8cec5b8bdd1f0dAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon May 16 12:41:25 2022 +0300  Fix type inference    This fixes oss-fuzz #47422
20220511-84c1e99ecf	84c1e99ecf	f1fc58ed8d	Wed May 11 12:39:26 2022 +0300	Fix type inference	oss-fuzz #47044	ext/opcache/tests/opt/inference_007.phpt	commit 84c1e99ecfc8c5e025f07573f033cc60ccae8db3Author: Dmitry Stogov <dmitry@zend.com>Date:  Wed May 11 12:39:26 2022 +0300  Fix type inference    This fizes oss-fuzz #47044
20220511-3f1e1b9ddf	3f1e1b9ddf	23a2030438	Wed May 11 12:09:11 2022 +0300	Fix type inference	oss-fuzz #47049	ext/opcache/tests/opt/inference_006.phpt	commit 3f1e1b9ddfd5f7fe7706347109df14b261cf0855Author: Dmitry Stogov <dmitry@zend.com>Date:  Wed May 11 12:09:11 2022 +0300  Fix type inference    This fixes oss-fuzz #47049
20220511-b1b79c74fb	b1b79c74fb	82eea0efc9	Wed May 11 11:43:01 2022 +0300	Fix memory leak	oss-fuzz #47088	Zend/tests/class_constants_006.phpt	commit b1b79c74fb529bc4faf350ed3f883ae6b8485587Author: Dmitry Stogov <dmitry@zend.com>Date:  Wed May 11 11:43:01 2022 +0300  Fix memory leak    This fixes oss-fuzz #47088
20220425-948ef10dd0	948ef10dd0	1aa5e9392d	Mon Apr 25 13:31:01 2022 +0300	Fix ISSET_ISEMPTY_VAR missoptimization	oss-fuzz #46909	ext/opcache/tests/opt/isset_var_001.phpt	commit 948ef10dd0f9ad5781f906d8a75f00ac1af059bdAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 25 13:31:01 2022 +0300  Fix ISSET_ISEMPTY_VAR missoptimization    This fixes oss-fuzz #46909
20220425-3e78964742	3e78964742	8286de2fd3	Mon Apr 25 12:15:55 2022 +0300	Fix type inference	oss-fuzz #46840	ext/opcache/tests/opt/inference_005.phpt	commit 3e78964742c05f6529615a48f75cbde7f7b3a1e2Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 25 12:15:55 2022 +0300  Fix type inference    Use MAY_BE_NULL result (insted of empty) for ASSIGN_DIM with invalid arguments  This fixes oss-fuzz #46840
20220425-8286de2fd3	8286de2fd3	a74b865123	Mon Apr 25 11:16:10 2022 +0300	Fix type narrowing warning during type inference of ZEND_FETCH_DIM_W	oss-fuzz #45820	ext/opcache/tests/opt/inference_004.phpt	commit 8286de2fd38215a4743aa9a9790f2bca951aa1bfAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 25 11:16:10 2022 +0300  Fix type narrowing warning during type inference of ZEND_FETCH_DIM_W    Fixes oss-fuzz #45820
20220418-c3a30544ad	c3a30544ad	04e59c916f	Mon Apr 18 11:34:18 2022 +0300	JIT: Fixed incorrect guard	oss-fuzz #46704	ext/opcache/tests/jit/fetch_obj_010.phpt	commit c3a30544ada06b2de681991308b2e8212a912689Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 18 11:34:18 2022 +0300  JIT: Fixed incorrect guard    Fixes oss-fuzz #46704
20220415-b08aac0451	b08aac0451	1762a87932	Fri Apr 15 22:14:44 2022 +0200	Fix inference for assignment of known object to reference	oss-fuzz #46720.	Zend/tests/assign_obj_to_ref_inference.phpt	commit b08aac0451d4f421be3cbfea235ac61613e07196Author: Nikita Popov <nikita.ppv@gmail.com>Date:  Fri Apr 15 22:14:44 2022 +0200  Fix inference for assignment of known object to reference    We cannot retain the ce information in that case, we have to  assume the ce may change indirectly through the reference.    Fixes oss-fuzz #46720.
20220411-3aaf2f6f89	3aaf2f6f89	5b048dd05c	Mon Apr 11 12:17:05 2022 +0300	JIT: Fix memory lek	oss-fuzz #46462	ext/opcache/tests/jit/mul_009.phpt	commit 3aaf2f6f897d879030e14ac048d6f4f288fe4564Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 11 12:17:05 2022 +0300  JIT: Fix memory lek    Fixes oss-fuzz #46462
20220411-5b048dd05c	5b048dd05c	9af3759987	Mon Apr 11 11:42:01 2022 +0300	Tracing JIT: Fixed incorrect assumption about stack slot type	oss-fuzz #46404	ext/opcache/tests/jit/fetch_dim_r_014.phpt	commit 5b048dd05cf2fb7922be87cb99805877eb5bd060Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 11 11:42:01 2022 +0300  Tracing JIT: Fixed incorrect assumption about stack slot type    Fixes oss-fuzz #46404
20220404-c489e360a6	c489e360a6	c0bb238483	Mon Apr 4 16:36:25 2022 +0300	JIT: Fix array clobbering by user error handler	oss-fuzz #46336	ext/opcache/tests/jit/assign_dim_015.phpt	commit c489e360a67e8d523b001be3140195c2e4bc7473Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 4 16:36:25 2022 +0300  JIT: Fix array clobbering by user error handler    Fixes oss-fuzz #46336
20220404-c0bb238483	c0bb238483	9cb512ecc1	Mon Apr 4 15:34:02 2022 +0300	Fixed reference counting inference	oss-fuzz #46084	ext/opcache/tests/jit/fetch_dim_r_013.phpt	commit c0bb238483229fd08282a124074a5cef09b52a6cAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 4 15:34:02 2022 +0300  Fixed reference counting inference    Fixes oss-fuzz #46084
20220404-0d44bbd212	0d44bbd212	13649451c2	Mon Apr 4 14:20:45 2022 +0300	JIT: Fixed incorrect code generation	oss-fuzz #46328	ext/opcache/tests/jit/assign_obj_003.phpt	commit 0d44bbd212c34f57fad3429d0ecdf43c8d98d2d9Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 4 14:20:45 2022 +0300  JIT: Fixed incorrect code generation    Fixes oss-fuzz #46328
20220404-14fddd17df	14fddd17df	e4c7ffc152	Mon Apr 4 12:03:39 2022 +0300	Fix arsort() crash on recursion	oss-fuzz #46315	Zend/tests/bug63882_2.phpt	commit 14fddd17df97c6f16faf593b7f224c9891ef27dcAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Apr 4 12:03:39 2022 +0300  Fix arsort() crash on recursion    Fixes oss-fuzz #46315
20220325-aa352c2c54	aa352c2c54	cf83bdd925	Fri Mar 25 16:54:50 2022 +0300	JIT: Fixed memory leak	oss-fuzz #45981	ext/opcache/tests/jit/inc_obj_005.phpt	commit aa352c2c540cfa0ddd3ddb369d4beb4963d3b2b6Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Mar 25 16:54:50 2022 +0300  JIT: Fixed memory leak    Fixes oss-fuzz #45981
20220321-cf83bdd925	cf83bdd925	e9fc81a2f8	Mon Mar 21 16:08:52 2022 +0300	JIT: Fix register clobbering	oss-fuzz #45590	ext/opcache/tests/jit/reg_alloc_014.phpt	commit cf83bdd925bc039ea81a2ccddec6547d51b841dcAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Mar 21 16:08:52 2022 +0300  JIT: Fix register clobbering    Fixes oss-fuzz #45590
20220321-e9fc81a2f8	e9fc81a2f8	7051dc3372	Mon Mar 21 13:34:46 2022 +0300	JIT: Fix missing type store	oss-fuzz #45604	ext/opcache/tests/jit/qm_assign_003.phpt	commit e9fc81a2f8553a4add48933c7c935912bad9f6fbAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Mar 21 13:34:46 2022 +0300  JIT: Fix missing type store    Fixes oss-fuzz #45604
20220321-7051dc3372	7051dc3372	3d6a7e2bd5	Mon Mar 21 12:50:30 2022 +0300	JIT: Fix memory leak	oss-fuzz #45658	ext/opcache/tests/jit/assign_dim_014.phpt	commit 7051dc33729503a8814ed3dfe8492cb6ed081594Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Mar 21 12:50:30 2022 +0300  JIT: Fix memory leak    Fixes oss-fuzz #45658
20220318-3d6a7e2bd5	3d6a7e2bd5	d0417ebc93	Fri Mar 18 18:54:47 2022 +0300	JIT: Fix missing exception handling	oss-fuzz #45649	ext/opcache/tests/jit/bw_not_002.phpt	commit 3d6a7e2bd5edad4243dd3c1780dcad0ff6004f3eAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Fri Mar 18 18:54:47 2022 +0300  JIT: Fix missing exception handling    Fixes oss-fuzz #45649
20220314-2b7431cf5b	2b7431cf5b	e20f955e44	Mon Mar 14 12:57:37 2022 +0300	Fix memory leak	oss-fuzz #45535	ext/opcache/tests/jit/assign_052.phpt	commit 2b7431cf5b2157c71265616c46a455212cf949d5Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Mar 14 12:57:37 2022 +0300  Fix memory leak    Fixed oss-fuzz #45535
20220314-e20f955e44	e20f955e44	9792f0db76	Mon Mar 14 11:46:45 2022 +0300	JIT: Fix register allocation	oss-fuzz #45487	ext/opcache/tests/jit/reg_alloc_013.phpt	commit e20f955e44bdfef974ea3b3fc3e13abc97403471Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Mar 14 11:46:45 2022 +0300  JIT: Fix register allocation    Fixes oss-fuzz #45487
20220314-9792f0db76	9792f0db76	2b2aeb989e	Mon Mar 14 09:48:58 2022 +0300	JIT: Fix type store	oss-fuzz #45190	ext/opcache/tests/jit/reg_alloc_012.phpt	commit 9792f0db76c25af41fbde37265d3125996a64e71Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Mar 14 09:48:58 2022 +0300  JIT: Fix type store    Fixes oss-fuzz #45190
20220311-770a544af4	770a544af4	f7608df78d	Fri Mar 11 14:30:27 2022 +0300	Optimizer: Fix inorrect constant substitution in FETCH_LIST_R	oss-fuzz #45429	ext/opcache/tests/opt/block_pass_003.phpt	commit 770a544af4c0c3dcff115e60b607f8782a7d21d4Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Mar 11 14:30:27 2022 +0300  Optimizer: Fix inorrect constant substitution in FETCH_LIST_R    Fixes oss-fuzz #45429
20220311-151d2ac5ae	151d2ac5ae	7eb972c456	Fri Mar 11 11:32:23 2022 +0300	Fixed memory leak	oss-fuzz #45191	ext/opcache/tests/opt/sccp_038.phpt	commit 151d2ac5ae73ebc0fc5613b6f821f433e6f3aac3Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Mar 11 11:32:23 2022 +0300  Fixed memory leak    Fixes oss-fuzz #45191
20220311-c6a53f9499	c6a53f9499	f16d35cfe9	Fri Mar 11 10:50:31 2022 +0300	Fix non-reentirant startiong or error recording from error handler	oss-fuzz #45398	Zend/tests/record_errors_001.phpt	commit c6a53f9499ea85758d3b0fad040dbe69929e8af5Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Mar 11 10:50:31 2022 +0300  Fix non-reentirant startiong or error recording from error handler    Fixes oss-fuzz #45398
20220301-01702a851b	01702a851b	70f7e7d83f	Tue Mar 1 01:33:22 2022 +0300	Fix use after free	oss-fuzz #44885	Zend/tests/generators/errors/resume_running_generator_error_003.phpt	commit 01702a851b3902ac043d634f8cd7452edb26df1bAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Tue Mar 1 01:33:22 2022 +0300  Fix use after free    Fixes oss-fuzz #44885
20220301-bb0b4eb996	bb0b4eb996	aced867a95	Tue Mar 1 00:00:22 2022 +0300	Fix infiniry recursion during serialize() of "tricky" object	oss-fuzz #44954	ext/standard/tests/serialize/serialization_objects_016.phpt	commit bb0b4eb996c86b927df86f6bdb1e8ac0749e5333Author: Dmitry Stogov <dmitry@zend.com>Date:  Tue Mar 1 00:00:22 2022 +0300  Fix infiniry recursion during serialize() of "tricky" object    Fixes oss-fuzz #44954
20220228-aced867a95	aced867a95	f67986a921	Mon Feb 28 18:25:49 2022 +0300	Fix typr inference	oss-fuzz #45020	ext/opcache/tests/jit/assign_dim_013.phpt	commit aced867a952c189a3968a9ecf3e6ca28facc2153Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Feb 28 18:25:49 2022 +0300  Fix typr inference    Fixes oss-fuzz #45020
20220228-70f7e7d83f	70f7e7d83f	ac8a53cab1	Mon Feb 28 15:43:03 2022 +0300	JIT: Fix memory leak	oss-fuzz #44920	ext/opcache/tests/jit/assign_obj_op_002.phpt	commit 70f7e7d83fe213712a0828ae4872daaed03a2544Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Feb 28 15:43:03 2022 +0300  JIT: Fix memory leak    Fixes oss-fuzz #44920
20220228-ac8a53cab1	ac8a53cab1	0d266a24d6	Mon Feb 28 13:48:53 2022 +0300	JIT: Fix register allocator	oss-fuzz #44916	ext/opcache/tests/jit/reg_alloc_011.phpt	commit ac8a53cab1297f8546146f93f3fa7897e396b047Author: Dmitry Stogov <dmitry@zend.com>Date:  Mon Feb 28 13:48:53 2022 +0300  JIT: Fix register allocator    Fixes oss-fuzz #44916
20220228-78c7289f69	78c7289f69	cd1c6f0b81	Mon Feb 28 11:44:22 2022 +0300	Fixed incorrect DCE for FREE	oss-fuzz #44863	ext/opcache/tests/opt/dce_013.phpt	commit 78c7289f6922dbf109bf2b92c056063e6b3c78deAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Mon Feb 28 11:44:22 2022 +0300  Fixed incorrect DCE for FREE    Fixes oss-fuzz #44863
20220218-3198b8787b	3198b8787b	84a638a346	Fri Feb 18 17:15:07 2022 +0300	JIT: Fix register allocation	oss-fuzz #44689	ext/opcache/tests/jit/reg_alloc_010.phpt	commit 3198b8787bdbe08a893faf1164c48b9bd0f86562Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 18 17:15:07 2022 +0300  JIT: Fix register allocation    Fixes oss-fuzz #44689
20220218-84a638a346	84a638a346	8f5480e7eb	Fri Feb 18 12:20:40 2022 +0300	Fix memory leak	oss-fuzz #44685	Zend/tests/generators/errors/resume_running_generator_error_002.phpt	commit 84a638a346f918e1ed6afc23f8ea1b7b7b90df1bAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 18 12:20:40 2022 +0300  Fix memory leak    Fixes oss-fuzz #44685
20220211-73fed0f028	73fed0f028	a506b0006e	Fri Feb 11 15:16:08 2022 +0300	Fix emory leak	oss-fuzz #44408	Zend/tests/closure_063.phpt	commit 73fed0f0285f0b225f10884d19eb26d3cfbd5084Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 11 15:16:08 2022 +0300  Fix emory leak    Fixes oss-fuzz #44408
20220211-912608d89b	912608d89b	7434909dc6	Fri Feb 11 13:44:49 2022 +0300	JIT: Fixed register clobbering during overflow handling	oss-fuzz #44535	ext/opcache/tests/jit/assign_dim_op_007.phpt	commit 912608d89bbf9ea1c564052855b8d484aad10319Author: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 11 13:44:49 2022 +0300  JIT: Fixed register clobbering during overflow handling    Fixes oss-fuzz #44535
20220211-7434909dc6	7434909dc6	0d6b173532	Fri Feb 11 13:03:36 2022 +0300	Fix type inference	oss-fuzz #44407	ext/opcache/tests/jit/assign_dim_012.phpt	commit 7434909dc652feca55da7e29db81d1f4cd09b9adAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 11 13:03:36 2022 +0300  Fix type inference    Fixes oss-fuzz #44407
20220211-0d6b173532	0d6b173532	d0f965d078	Fri Feb 11 12:05:57 2022 +0300	JIT: Fix missed type store	oss-fuzz #44376	ext/opcache/tests/jit/reg_alloc_009.phpt	commit 0d6b173532d481fdb90d54685bef72d455352b6aAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 11 12:05:57 2022 +0300  JIT: Fix missed type store    Fizes oss-fuzz #44376
20220211-82bb169a08	82bb169a08	29fe06fa59	Fri Feb 11 11:08:19 2022 +0300	Tracing JIT: Fixed incorrect deoptimization info	oss-fuzz #44294	ext/opcache/tests/jit/reg_alloc_008.phpt	commit 82bb169a083bb592291d8e6bd5e2198c00eac07bAuthor: Dmitry Stogov <dmitry@zend.com>Date:  Fri Feb 11 11:08:19 2022 +0300  Tracing JIT: Fixed incorrect deoptimization info    Fixes oss-fuzz #44294
