50fde5d81	857653f9f	Thu Jul 27 09:51:57 2023 -0600	Make the sections on bug reporting consistent with each other.
91814990a	fb6740fa2	Thu Feb 23 06:57:37 2023 -0700	Fix --enable-static-sudoers, broken in sudo 1.9.13. sudo_qualify_plugin() should not try to fully-qualify the path to a statically-compiled plugin.  GitHub issue #245
1fed5adc1	ba7b12645	Wed Feb 22 10:45:36 2023 +0100	configure.ac: fix openssl static build
033933710	1bcddb960	Tue Feb 21 16:14:14 2023 -0700	Run the editor in its own process group. This fixes suspending the editor on GNU Hurd which doesn\'t seem to have proper process group signal handling.
8b9c1b962	b52631e87	Tue Feb 21 13:47:27 2023 -0700	Fix build when SUDOERS_NAME_MATCH is defined.
b8c13bbe8	a72bc5e6b	Sun Feb 19 09:21:39 2023 -0700	Fix indentation of intercept file in summary output.
0b000aab8	58382028a	Sat Feb 18 11:46:33 2023 -0700	Only test get_starttime() on platforms where we support it. Fixes a test failure on systems where we have no way to determine a process\'s start time.
2845ceafb	4f50692ac	Wed Feb 15 13:49:04 2023 -0700	Handle "locale -a" returning both C.UTF-8 and C.utf8. It is possible to have mutiple matches from the output of "locale -a".  Just take the first one.  Fixes GitHub issue #241.
66359c2bc	defec5d46	Wed Feb 15 04:06:15 2023 +0000	sudo_fatal: Fix build where compiler recognises [[noreturn]] attribute (C23)
defec5d46	a80dcc6ac	Tue Feb 14 14:24:28 2023 -0700	Add missing \'[\' to AS_IF() call. Fixes GitHub issue #238.
cfa1fee62	f160e5e6c	Fri Feb 3 10:35:34 2023 -0700	Mention the fix for GitHub #237.
e63eeee7b	3c9c8668c	Thu Feb 2 09:31:25 2023 -0700	Add debug tracing to tcsetattr_nobg().
b4325e64c	53389b574	Fri Jan 27 14:44:45 2023 -0700	Mention the recent intercept/log_subcmds fix.
1977f98d2	94eafd2f0	Fri Jan 27 14:44:45 2023 -0700	Fix a typo.
94eafd2f0	3b3089e4f	Fri Jan 27 10:31:12 2023 -0700	Fix determination of the number of CPU cores on Linux.
4f9da47e5	544c97821	Thu Jan 19 07:38:29 2023 -0700	The change from sudo_printf -> sudo_plugin_printf was incomplete. Fixes GitHub issue #234.
f0665166b	e5634ae99	Sun Jan 15 17:53:09 2023 -0700	Shorten --with-badpass-message argument to a single word. The fix_install script can\'t deal with whitespace in options.
8d7feb76e	0b2f9cbe7	Thu Jan 12 19:15:22 2023 -0700	iolog_mkdtemp: fix pasto in last commit Set mode to iolog_dirmode, not iolog_filemode
0274a4f3b	a960d2c45	Thu Jan 12 15:55:27 2023 -0700	sudoedit: do not permit editor arguments to include "--" (CVE-2023-22809) We use "--" to separate the editor and arguments from the files to edit. If the editor arguments include "--", sudo can be tricked into allowing the user to edit a file not permitted by the security policy. Thanks to Matthieu Barjole and Victor Cutillas of Synacktiv (https://synacktiv.com) for finding this bug.
a960d2c45	3726e3839	Tue Jan 17 16:19:29 2023 -0700	Add back the linker check for -fstack-clash-protection. This is expected to fix GitHub issue #231.
0b2f9cbe7	3878ce8d4	Mon Jan 9 14:37:47 2023 -0700	In SHA256Pad and SHA512Pad use 511 and 1023 respectively for bitwise AND. Previously we were using 504 and 1016 which still produces the correct result since padding is done in 8-bit bytes.  However, using size-1 for the bitwise AND makes the intent clearer and likely would have prevented the previous bug in SHA512Pad. From Matthieu Barjole and Victor Cutillas of Synacktiv (https://synacktiv.com)
d781ab0a8	1b7604e5c	Mon Jan 9 14:23:50 2023 -0700	Fix typo in check for environment variables that start with \'=\'.
1f58e5a8e	8309fbb97	Mon Jan 9 13:03:55 2023 -0700	Fix IS_IDLOG macro, it was testing the wrong byte for the NUL. This causes the macro to evaluate to false even for valid TSIDs.
8309fbb97	532023f7b	Wed Jan 4 10:44:58 2023 -0700	sudoers_trace_print: this is a no-op if not debugging
311d8e82d	bfd7d586b	Tue Jan 3 14:30:48 2023 -0700	iolog_mkdtemp: fix failure when the specified path contains subdirectories. This fixes a bug introduced in sudo 1.9.12.
bfd7d586b	6f9485467	Tue Jan 3 14:02:23 2023 -0700	check_iolog_mkpath: fix exit value
acee3ea6e	4b0dc2eec	Sat Dec 31 09:31:37 2022 -0700	Fix logic goof in 05781ba6f1f3, disable replacements when fuzzing. Not the other way around.
4b0dc2eec	ad55f8cce	Fri Dec 30 13:38:40 2022 -0700	Substitute python plugin file name in sudo_plugin_python documentation. Also use prefix for group plugin fallback path section in sudoers manual.
774b3c6e6	a9a3a8e37	Fri Dec 30 08:03:05 2022 -0700	Don\'t send warn/fatal output to the debug file when fuzzing.
3f095ff1b	2e9e1c80f	Thu Dec 29 12:38:00 2022 -0700	Disable sudo_debug tests when fuzzing. The debug code is disable when fuzzing is enabled to avoid coverage issues.
bca945f07	9c4271f73	Wed Dec 28 09:25:41 2022 -0700	The contents of the env_add array should not include the leading "env=" prefix. The previous fix for this was incomplete.
adf2a432a	519a00580	Tue Dec 27 12:28:53 2022 -0700	Use the POSIX shell "command -v" instead of "which" to find programs. Fix false detection of init.d/service status.
519a00580	e0fa2ec85	Tue Dec 27 12:27:29 2022 -0700	Fix example dir mode on RedHat/Fedora.
49f2d6707	27aff55ac	Thu Dec 22 16:45:13 2022 -0700	Fix support for AIX-style path(module) syntax in sudo.conf Plugin lines.
5c495b5fe	3040bf54c	Fri Dec 23 10:52:01 2022 +0800	debug_return_int use error
797cc917a	0e6482e82	Thu Dec 15 19:49:11 2022 -0700	Add basic regress for JSON functions. Fix a bug in escaped control character handling. Roll back changes to buffer if sudo_json_add_value() fails.
f26a2e762	a04557c3d	Sun Dec 11 13:46:04 2022 -0700	Fix some dead stores noted by PVS Studio. Since rc is initialized to SUDO_RC_ERROR there is no need to set it to SUDO_RC_ERROR again on failure if rc has not been changed since initialization.
a04557c3d	a514a6eed	Sun Dec 11 13:46:04 2022 -0700	Fix memory leak in multiarch_test to quiet leak sanitizer.
179fd3247	f5488d733	Thu Dec 8 10:10:41 2022 -0700	Only regenerate ChangeLog if there have been changes. Also check that "hg --version" or "git --version" works before using hg or git.  Bug #1043.
f5488d733	31684dccc	Wed Dec 7 10:25:00 2022 -0700	Fix potential crash introduced in the fix for GitHub issue #134. If a user\'s sudoers entry did not have any RunAs user\'s set, running "sudo -U otheruser -l" would dereference a NULL pointer.  We need to compare the default RunAs user if the sudoers entry does not specify one explicitly.  Problem reported by Andreas Mueller who also suggested a different solution in PR #219.
2e322c094	185fe31fe	Tue Dec 6 18:28:49 2022 -0700	Fix a typo in SUDO_CHECK_NET_FUNC.
185fe31fe	104a0294e	Tue Dec 6 18:21:49 2022 -0700	Fix -Wsign-compare warning.
11264cd49	3df7b64d8	Tue Dec 6 16:36:30 2022 -0700	Fix pasto introduced in last commit.
3df7b64d8	3d2082cdf	Tue Dec 6 16:26:34 2022 -0700	Fix failure in check targets when there is no UTF-8 C locale.
fd6484917	29c36a3c1	Tue Dec 6 08:55:44 2022 -0700	Fix check for sys_sigabbrev.
a44a005f0	16ae61dcd	Wed Nov 30 11:19:44 2022 -0700	Convert from using IPC::Open3 to IPC::Run. Run tests in a pty so check_ttyname works as expected. Explicitly set short command line options letters in GetOptions(). Add a debug flag to help see what is going on internally. Add hook for die() to kill running jobs when we are dying. SSH_AGENT_PID will not be present if the agent is forwarded. In close_persistent_connections() only close active connections.
a0d9963fe	a37ecb266	Tue Nov 22 11:15:21 2022 -0700	journal_fdopen: free journal_path and close journal before setting Fixes a potential resource leak that currently cannot happen. Quiets a warning from Infer.
dbfd84301	339626729	Tue Nov 22 10:12:29 2022 +0800	sudo_rcstr_dup: Fix potential NULL pointer deref
cbdc4883d	6a5546b11	Mon Nov 21 14:50:22 2022 +0800	Fix some typos
1eabf1357	9c694e9a6	Sun Nov 20 20:06:55 2022 +0800	sudo_mmap_strdup_v1: Fix potential NULL pointer deref
ad220d72d	b3834bbf2 f5cae905c	Thu Nov 17 08:16:40 2022 -0700	Merge pull request #200 from BornThisWay/fix_mem_leak_converse
f5cae905c	004489396	Thu Nov 17 16:08:59 2022 +0800	Fix memory leak of pass in converse().
fe8e1f3d3	920d38494	Wed Nov 16 19:23:11 2022 -0700	Fix typo; excerise -> exercise
cc0615059	096eacb21	Wed Nov 16 10:22:28 2022 -0700	Fix insufficient quoting in AC_CHECK_LIB() calls.
3ecfa025b	3cfba230c	Fri Nov 11 11:05:12 2022 -0700	sudo_debug_group_list: short-circuit if groups is NULL
264326de5	5683fc6f7	Thu Nov 10 14:55:56 2022 -0700	Fix a potential use-after-free bug with cvtsudoers filtering. In role_to_sudoers() when merging a privilege to the previous one where the runas lists are the same we need to re-use the runas lists of the last command in the previous privilege, not the first. Otherwise, the check in free_cmndspec() will not notice the re-used runas lists.  Reported/analyzed by Sohom Datta.  GitHub issue #198.
75008a057	455f250ac	Thu Nov 10 09:54:59 2022 -0700	Copy some LDIF test data from the cvtsudoers tests to the seed corpus. This includes a test to exercise the fix in PR #196.
8b898b2ca	685150586	Wed Nov 9 12:58:41 2022 -0700	Test parsing LDIF when a backslash is the last char of the file. If run with address sanitizer, this test will crash when the fix in ceaf706ab74b is reverted.
36742deec	c7071f6da	Mon Nov 7 14:51:41 2022 -0700	Fix handling of signal forwarding when running commands in a script. We need to forward signals from a process in the same pgrp if the pgrp leader is not either sudo or the command itself.
8db1eb0c8	3df1e9a07	Mon Nov 7 12:14:15 2022 -0700	Update the cwd for log_subcmds too. Fixes a problem for intercept_method=trace when running a relative command from a different directory than what sudo ws started from. GitHub issue #194
b2c8e1b1b	7ec1ee0e5	Thu Nov 3 12:03:08 2022 -0600	Display sudo_mode in hex in debug log. This makes it easier to match against the MODE_ defines.
d242261dd	966731311	Tue Nov 1 09:32:14 2022 -0600	Store raw sudoers lines in the debug log. Also add a "sudoerslex" prefix to the token debug info in sudoers_trace_print().
bd209b9f1	c78e78dc5	Fri Oct 28 07:29:55 2022 -0600	Fix CVE-2022-43995, potential heap overflow for passwords < 8 characters. Starting with sudo 1.8.0 the plaintext password buffer is dynamically sized so it is not safe to assume that it is at least 9 bytes in size. Found by Hugo Lefeuvre (University of Manchester) with ConfFuzz.
c78e78dc5	6a3fb3fd7	Sat Oct 29 11:39:05 2022 -0600	Move debugging info from hostname_matches() to host_matches().
6a3fb3fd7	366217571	Fri Oct 28 16:58:16 2022 -0600	Add debugging to sudo_set_grlist() and sudo_set_gidlist().
794449419	802e500cc	Wed Oct 26 16:35:30 2022 -0600	Fix compilation error on Linux/mips.
45ea24833	9b9404b6f	Fri Oct 21 07:51:00 2022 -0600	Adapt to current plugin API and fix warnings.
3a6083f04	803998d2b	Thu Oct 20 09:30:33 2022 -0600	Bug #1042.
803998d2b	d744271a6	Thu Oct 20 08:55:26 2022 -0600	Only add trailing carriage return to messages if output is a raw tty. If output is being written to a terminal in "raw" mode, we need to add a carriage return after the newline to avoid "stair-step" output. However, we should not write the carriage return if the terminal is in "cooked" mode, output to a pipe, or output redirected to a file. Bug #1042.
3ca21f950	82db62ec6	Thu Oct 20 06:57:37 2022 -0600	Fix a typo, muti-arch -> multi-arch GitHub issue #185
82db62ec6	e7db62f64	Wed Oct 19 19:03:00 2022 -0600	Mention log_servers eventlog fix.
d251dfd55	5c5ff3fda	Mon Oct 17 15:51:38 2022 -0600	Fix numbering in "Simple sudo installation"
6185c4f84	51a1a7d63	Fri Oct 14 08:13:35 2022 -0600	Don\'t define _LARGEFILE64_SOURCE or _LFS64_LARGEFILE. We don\'t need them and the missing prototype for crc32_combine_gen64() issue has been fixed upstream.
51a1a7d63	0be0757d6	Thu Oct 13 17:04:24 2022 -0600	Update embedded copy of zlib to version 1.2.13. Fixes CVE-2022-37434.
0eb136d65	af83e3c10	Fri Oct 7 09:28:27 2022 -0600	Fix a build error on Solaris 9.
af83e3c10	6a0f7ccc4	Thu Oct 6 16:29:54 2022 -0600	Fix display of command tags and options in "sudo -l" when RunAs changes. A new line is started when RunAs changes which means we need to display the command tags and options again.  GitHub issue #184
6a0f7ccc4	282d13532	Thu Oct 6 15:02:09 2022 -0600	Fix printing of MYSELF when listing another user\'s privileges. We need to use list_pw if it is set instead of user_name. GitHub issue #183
719b7f933	371b974e0	Tue Oct 4 08:51:36 2022 -0600	sudo_open_parent_dir: stop before creating the last path component Fix a regression introduced in sudo 1.9.9 where the entire directory path was created instead of just the parent directory.
d2a13a815	166e0e13b	Wed Sep 28 16:39:19 2022 -0600	Fix typos found by codespell 2.2.1.
3ca9220e5	e66f34d25	Tue Sep 27 09:03:33 2022 -0600	Implement find_spec, not the deprecated find_module. Fixes a test failure due to find_module having removed from setuptools.
e66f34d25	d37710b0f	Fri Sep 23 12:30:51 2022 -0600	copy_arg: fix copying an escaped backslash GitHub issue #179
cbd52e705	8c482bfeb	Wed Sep 21 19:08:09 2022 -0600	Fix potential TOCTOU when creating time stamp directory and file.
c823ca1e4	ce387a684	Tue Sep 20 16:13:31 2022 -0600	Quiet libgcrypt run-time warning about not being initialized. Fixes Debian bug #1019428 and Ubuntu bug #1397663.
4ee0caf07	7464b300d	Tue Sep 20 11:27:40 2022 -0600	Update to protobuf-c 1.4.1 We already had all the relevant fixes so this is just cosmetic.
c34160807	a32641190	Tue Sep 13 19:56:45 2022 -0600	Remove most uses of the deprecated Li macro which has no effect. Also fix some other incorrect markup.
f235390d1	3194d1667 5c1c276e2	Mon Sep 12 16:18:50 2022 -0600	Merge pull request #177 from a1346054/fixes
5c1c276e2	6fac1f518	Mon Sep 12 21:54:53 2022 +0000	Fix incorrect makefile target name
5bcec0244	a7b200d01	Sun Sep 11 19:06:25 2022 -0600	Fix some of the markup to be more consistent with sudo_plugin.mdoc.in. Also reword a few awkward phrases.
b85f95cb3	d6c7abd42	Sun Sep 11 19:06:22 2022 -0600	Fix a typo
02e92c2af	21b48a303	Sat Sep 3 09:43:41 2022 -0600	Set MODE_POLICY_INTERCEPTED for log_subcmds too. This fixes a problem where sub-commands were not being logged to the remote log server, if configured.  Since we don\'t go through sudoers_policy_main() again for log_subcmds, we set the flag in sudoers_audit_accept() instead.  The reason this is complicated is that when I/O logging is enabled the initial accept message gets sent as part of the remote logging handshake.  GitHub issue #174
21b48a303	49e9e5eb8	Fri Sep 2 15:22:40 2022 -0600	Fix typo.
22dad3f59	966eae6bf	Thu Aug 25 09:33:42 2022 -0600	Only set MODE_POLICY_INTERCEPTED on subsequent policy checks. This fixes a bug where MODE_POLICY_INTERCEPTED was set too early if the intercept option was set globally in sudoers.  It should only be set after the original command has executed.
a3a181df0	c948717bd	Sat Aug 20 14:36:29 2022 -0600	Fix shadowed variable warning.
c948717bd	8145ad12d	Fri Aug 19 13:37:49 2022 -0600	Fix shadowed variable warning on aarch64.
b2d8909c1	9f552471b	Fri Aug 19 11:05:10 2022 -0600	ptrace_intercept_execve: fail syscall rather than killing process on error. If the execve(2) args are bogus pointers, we should just return an error instead of killing the process.  For consistency with the kernel, convert EIO from ptrace(2) to EFAULT. Also convert some ptrace(2) warnings to debug printfs so sudo is less chatty.
48a9126a1	bc5016296	Thu Aug 18 15:08:38 2022 -0600	Update debug_decl name for sudo_preload_dso -> sudo_preload_dso_alloc change.
158facf6d	68b26056f	Thu Aug 11 19:34:50 2022 -0600	Use multilib rules to look for a 64-bit group plugin on failure. If sudo_dso_load() fails on a 64-bit system, try to load a 64-bit native version of the file using system-dependent multilib rules. If we don\'t support multilib on the platform, check for a version of the file that ends in "64" before the .so suffix.
e4f08157b	cf250354f	Tue Aug 2 10:53:15 2022 -0400	Fix incorrect SHA384/512 digest calculation.
620a563b5	25513b4f3	Fri Jul 29 15:17:45 2022 -0600	Only set MODE_POLICY_INTERCEPTED if we are running a command. Fixes an error with "sudo -l" when intercept is enabled globally.
3421c8b6c	f5dc739ea	Tue Jul 26 11:44:12 2022 -0600	Fix potential NULL pointer deference found by clang-analyzer.
a5ac29219	a2b0a8330	Wed Jul 13 13:06:21 2022 -0600	intercept_check_policy: add oom label and fix approval failure case. If the approval plugin fails we need to set the state to POLICY_REJECT just like we do if the policy rejected the command.
a2b0a8330	e7b7fbaf6	Sat Jul 9 11:21:17 2022 -0600	Fix a few whitespace issues.
e7b7fbaf6	224d78993	Sat Jul 9 09:02:25 2022 -0600	Increase the realloc increment from 128 to 1024. The contents of the env_add array should not include the leading "env=" prefix.
224d78993	fba81260a	Sat Jul 9 09:00:48 2022 -0600	sudo_putenv_nodebug: require that the environment string include a \'=\'
a7f9c8162	5a59ce159	Thu Jul 7 20:28:49 2022 -0600	Fix compilation error when SUDOERS_NAME_MATCH is defined.
5a59ce159	41e7532c9	Thu Jul 7 20:11:44 2022 -0600	Fix a NOPASSWD issue with a non-existent command when fdexec=always In command_matches_all(), if the command is fully-qualified and open_cmnd() return false, only treat it as an error if we are able to stat(2) the command.  For "sudo ALL" a non-existent command is not an error.
3badff39c	50813f816	Wed Jun 29 16:59:50 2022 -0600	Define _LARGEFILE64_SOURCE if _FILE_OFFSET_BITS == 64. Fixes a -Wwrite-strings warning on 32-bit systems.
bfc624990	424fa7f2b	Wed Jun 29 11:18:16 2022 -0600	Fix a clang analyzer 14 warning about a possible NULL deref.
424fa7f2b	5f534979e	Tue Jun 21 14:31:30 2022 -0600	sudo_preload_dso: make the envp function argument const This lets us fix an inappropriate cast in sudo_intercept_common.c.
0efd61620	89666e7c3	Mon Jun 27 14:01:29 2022 -0600	Fix missing prototype warning.
89666e7c3	f5ac1317c	Mon Jun 27 13:02:13 2022 -0600	Define _LFS64_LARGEFILE, _LARGEFILE64_SOURCE if 64-bit or _LARGE_FILES set. autoconf does not define _LARGEFILE64_SOURCE by default but zlib expects it (its own configure script will define it). Fixes a missing prototype for crc32_combine_gen64() on AIX and HP-UX.
f43220930	e9c269526	Mon Jun 27 07:20:37 2022 -0600	Include inttypes.h if stdint.h is not present. Bug #1035
33547702f	01a9e5a15	Tue Jun 21 20:12:58 2022 -0600	readlink(2) does NUL-terminate the buffer, do it manually. Fixes a bug where the current working directory could include garbage in intercept mode using ptrace(2).
332a6afe7	b10201bdc	Mon Jun 20 16:22:29 2022 -0600	Set TCP_NODELAY on the socket used for intercept IPC to reduce latency. On some systems, Nagle\'s algorithm was delaying receipt of the data, causing commands with intercept or log_subcmds to run slowly. Related to Bug #1034.
b10201bdc	8829c028d	Mon Jun 20 15:02:11 2022 -0600	Use blocking I/O when talking to the sudo process. Also check for EAGAIN/EINTR when reading the message size. Fixes a problem seen on AIX where recv_intercept_response() could fail unexpectedly.  Bug #1034.
8829c028d	49c27f527	Mon Jun 20 14:58:06 2022 -0600	Add debug printfs when send/recv return EAGAIN or EINTR. These are not actually errors but can help gain insight into what is going on and, in the case of EAGAIN, whether or not there may be a kernel resource starvation problem.
dfee181d1	1c00c7c23	Sat Jun 11 16:59:18 2022 -0600	Fix compilation on Linux/x32; GitHub issue #158
1c00c7c23	169e04982	Fri Jun 10 09:42:22 2022 -0600	Fix pasto in comment after HAVE_PRIV_SET #endif
169e04982	6525436db	Fri Jun 10 09:34:33 2022 -0600	Fix typo, we should define SSIZE_MAX\xc2\xa0if it is not defined.
b6a645148	d2bf3aad0	Thu Jun 9 07:34:55 2022 -0600	Fix regression with zero-length messages introduced in protobuf-c PR 500.
d549adf04	a4b2012c1	Tue Jun 7 17:14:39 2022 +0200	exec_ptrace: fix missing sudo_pt_regs on aarch64
a4b2012c1	ab00d29ec 3405fac05	Tue Jun 7 08:31:51 2022 -0600	Merge pull request #154 from 0x2b3bfa0/fix-tag-spec-docs
ab00d29ec	e4ea5ad8a a074d058e	Tue Jun 7 08:30:44 2022 -0600	Merge pull request #152 from particleflux/fix-sudoers-typo
a074d058e	e4ea5ad8a	Tue Jun 7 13:03:03 2022 +0200	Fix typo in sudoers comment
263fdc6b0	b77cbb2e6	Mon Jun 6 20:15:03 2022 -0600	Fix issue protobuf-c#499: unsigned integer overflow Signed-off-by: 10054172 <hui.zhang@thalesgroup.com>
b77cbb2e6	c2a131714	Mon Jun 6 19:42:29 2022 -0600	Fix building with select (not poll) when fd_set is not defined in sys/types.h. We can use a void * for the fd_set arrays and just add a cast when using the FD_SET macros.
c2a131714	db6fc237c	Mon Jun 6 19:42:07 2022 -0600	Reinstall the event handler if we get EAGAIN from read/write callback. The read and write events do not set SUDO_EV_PERSIST so we need to explicitly re-enable the event if there is still data to be read. Bug #963.
fcb5867f1	96c3c2819	Mon Jun 6 08:39:22 2022 -0600	Document how setting ModulePath affects the Python search path. Also advise the user to use a unique prefix to avoid name space collisions with installed Python modules.  Bug #1031.
66909a483	2d6b9d22e	Thu Jun 2 14:09:46 2022 -0600	Mention sudo_logsrvd.conf "log_server" parsing fix.
d7b2ff321	0ca222aa8	Thu Jun 2 11:13:18 2022 -0600	Add a simple regression test for logsrvd.conf parser. Unlike the parser fuzzer, this includes sample certs and keys. This test would have detected the BIO_new_file() bug in set_dhparams().
0ca222aa8	bec9603f3	Thu Jun 2 10:59:30 2022 -0600	Fix inverted logic when setting server_log. A value that starts with a \'/\' should be treated as a path.
89b80ea69	eb0135a93	Wed Jun 1 14:49:31 2022 -0600	Fix bug in last commit, need to reinitialize role to NULL.
1c8316162	dc8311dae	Sun May 29 15:52:48 2022 -0600	On AIX, fmemopen(3) has a bug where feof() returns false at EOF. See https://www.ibm.com/support/pages/apar/IJ11845
dc8311dae	93916fde4	Fri May 27 15:47:32 2022 -0600	Fix potential signed integer overflow on 32-bit CPUs. Converting fractional minutes to nanoseconds could overflow a 32-bit integer, use long long instead.
93916fde4	b497d7454	Fri May 27 15:33:58 2022 -0600	Fix path to example sudoers file, it is now in the build dir.
6eda28ef5	789bc6ec8	Fri May 27 13:08:01 2022 -0600	Fix typo
